MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
0.4,0.0,-1.094158409823111,1.0,2.0,-0.9791666666666666,0.05263157894736842,0.0,-0.5332871012482663,0.0,0.1837515950659294,-0.8137108792846498,1.1442307692307692,0.0,0.2986460348162476,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,-1.3759522482348587,-1.0,1.1428571428571428,0.4864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,3.0,1.0,11.0,15.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.6,-0.2812551884442971,-0.29542277065224,-0.5,3.0,0.10416666666666667,-0.4473684210526316,1.3253012048192772,0.2919556171983356,0.0,-0.15312632922160782,-0.024838549428713365,0.0,0.0,-0.7551257253384913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.04261891490152546,-1.0,1.25,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,1.0,6.0,6.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
1.4,-0.5970446621285076,-0.3408911312382226,0.5,0.0,0.6666666666666666,0.2631578947368421,0.8795180722891566,0.4653259361997226,0.0,0.2688217779668226,0.7163437655240934,0.0,0.0,-0.17794970986460348,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.6496887774061668,0.0,1.1428571428571428,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,4.0,1.0,3.0,3.0,0.0,3.0,0.0,16.0,2.0,2.0,4.0,2.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
1.4,0.0,-1.2580390249832838,0.0,0.0,0.6666666666666666,0.2631578947368421,1.0180722891566265,0.38488210818307905,0.0,-0.5002126754572522,-0.29706905116741184,0.0,0.0,-0.9671179883945842,1.0,0.0,-1.0,0.0,-2.0,0.0,-1.5,-1.0,0.6496887774061668,0.0,0.9523809523809523,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
0.2,0.8240079694504397,0.35620934897574613,1.0,0.0,0.7083333333333334,0.3157894736842105,4.746987951807229,-0.5332871012482663,0.0,1.0293492131008082,0.17386984600099353,1.1675824175824177,0.0,0.7690522243713733,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7009708286882181,1.0,1.0535714285714286,0.6351351351351351,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,-1.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,1.0,0.0,1.0,3.0,0.0,6.0,2.0,3.0,0.0,4.0,4.0,2.0,6.0,5.0
-0.6,0.5082184957662292,0.5456203270317914,1.0,0.0,0.75,0.3684210526315789,2.7951807228915664,-0.5332871012482663,0.0,2.6643981284559763,2.083457526080477,0.0,0.0,0.8866537717601547,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.7522528799702695,1.0,1.9166666666666667,0.7432432432432432,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,3.0,1.0,0.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,2.0,3.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,2.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,6.0,5.0
0.2,0.0,0.17409276031852167,0.5,0.0,0.5833333333333334,0.15789473684210525,0.0,0.48613037447988905,0.0,-0.37941301573798386,-0.01092896174863388,1.1991758241758241,0.0,0.6065764023210831,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5471246748420643,1.0,0.0,2.1216216216216215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
0.5,0.0,0.5563187648167285,0.0,1.0,-1.1666666666666667,0.0,0.0,-0.5332871012482663,0.0,0.6193109315185028,-0.3050173869846001,0.9464285714285714,0.0,1.0228239845261122,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.0,-1.2477471200297305,0.0,0.0,0.44594594594594594,268.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,3.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,2.0,0.0,4.0,1.0,1.0,13.0,15.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,0.0,0.0,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.2,1.0345342852399135,0.0729438939882074,0.5,0.0,0.4375,-0.02631578947368421,1.5421686746987953,0.8356449375866851,0.0,-0.20416843896214376,0.6944858420268256,1.75,0.0,1.8150870406189554,1.0,0.0,0.0,1.0,1.0,0.0,1.5,0.0,0.3676374953548848,1.0,2.0238095238095237,0.44594594594594594,144.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.5,3.0,1.0,3.0,2.0,0.0,4.0,1.0,15.0,2.0,2.0,0.0,5.0,1.0,1.0,6.0,6.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
-0.6,1.0345342852399135,-0.5332198650537961,0.0,2.0,-0.3125,0.05263157894736842,0.0,0.2988904299583911,0.0,-0.2858358145470013,-0.16989567809239942,0.0,0.0,-0.3667311411992263,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-0.5554394277220382,0.0,0.0,1.7702702702702702,158.0,0.0,0.0,0.0,0.0,-0.6666666666666666,1.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,0.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.0,-0.17384961400522764,-0.5,0.0,0.22916666666666666,-0.2894736842105263,0.0,-0.1158113730929265,324.0,-0.4100382815823054,-0.26527570789865873,0.0,0.0,-0.8835589941972921,1.0,0.0,-1.0,0.0,-1.0,0.0,-0.5,-1.0,0.1112272389446284,0.0,0.9761904761904762,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,11.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.0,0.8189167831742751,-0.5,1.0,-0.20833333333333334,-0.8421052631578947,0.0,0.48890429958391124,0.0,-0.5189281156954487,-0.16989567809239942,0.0,0.0,-0.8680851063829788,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-0.42723429951691005,-1.0,0.8333333333333334,-0.36486486486486486,0.0,0.0,176.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,3.0,1.0,6.0,10.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,3.718744811555703,5.390553765728527,0.0,0.0,-0.25,-0.8947368421052632,0.6746987951807228,0.35298196948682387,0.0,-0.06635474266269673,0.16393442622950818,0.0,0.0,0.2831721470019342,1.0,0.0,-1.0,0.0,0.0,0.0,0.5,1.0,-0.4785163507989614,0.0,1.25,0.47297297297297297,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,10.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,4.0,4.0,1.0,8.0,4.0
0.6,2.613481653660966,2.357546653698863,0.0,0.0,-0.20833333333333334,-0.8421052631578947,2.4036144578313254,0.39875173370319,690.0,-0.816673755848575,0.7242921013412816,0.0,0.0,-0.14081237911025146,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.3163554440728335,0.0,0.0,-0.36486486486486486,252.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.5,3.0,1.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,7.0,1.0,1.0,13.0,14.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
0.8,-0.5444130831811392,-0.2917755759528296,-0.5,0.0,0.10416666666666667,-0.4473684210526316,1.927710843373494,-0.5332871012482663,0.0,-0.816673755848575,-1.9821162444113263,0.0,0.0,0.84642166344294,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-0.04261891490152546,0.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,-0.5,2.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,10.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,4.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.6,0.5082184957662292,-0.19062670962251535,0.0,2.0,-0.020833333333333332,-0.6052631578947368,0.4819277108433735,0.16574202496532595,0.0,0.04423649510846448,0.024838549428713365,0.0,0.0,-0.6514506769825918,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.1964650687476793,0.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,7.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,0.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
0.2,-0.2812551884442971,0.6460397544222236,1.0,0.0,0.4791666666666667,0.02631578947368421,3.0903614457831323,-0.45561719833564496,64.0,1.2216078264568269,0.6368604073522106,1.6524725274725274,0.0,1.637137330754352,0.0,0.0,0.0,1.0,1.0,0.0,1.5,0.0,0.4189195466369361,1.0,1.3214285714285714,0.9594594594594594,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,-0.5,3.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
0.2,0.13979744313465028,-0.12984013129900918,1.0,0.0,0.5625,0.15789473684210525,1.927710843373494,0.3932038834951456,0.0,-0.24500212675457253,0.012916045702930949,1.164835164835165,0.0,0.5864603481624758,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5214836492010386,1.0,1.3333333333333333,1.0675675675675675,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.7713763905030714,0.14151115433712236,1.0,0.0,0.7083333333333334,0.3157894736842105,2.5301204819277108,1.1588072122052704,0.0,-0.06805614632071459,1.3164431197218083,0.0,0.0,0.28936170212765955,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7009708286882181,0.0,1.9166666666666667,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,21.0,8.0,2.0,0.0,2.0,3.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,6.0,5.0
1.4,-1.0707288726548234,-1.0895386298705245,1.5,0.0,0.5625,0.15789473684210525,0.3614457831325301,1.18377253814147,0.0,-0.034028073160357296,1.3919523099850968,0.0,0.0,0.365183752417795,1.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.5214836492010386,0.0,0.5773809523809523,0.5135135135135135,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,21.0,2.0,2.0,4.0,2.0,1.0,1.0,8.0,8.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0
-0.6,-0.2812551884442971,-0.6885903592486778,0.0,3.0,-0.22916666666666666,0.05263157894736842,0.0,0.6206657420249653,0.0,-0.680561463207146,-0.16989567809239942,0.0,0.0,-0.8680851063829788,1.0,1.0,-1.0,0.0,0.0,0.0,-0.5,-1.0,-0.42723429951691005,-1.0,1.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,1.0,2.0,0.0,2.0,3.0,1.0,6.0,6.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.2,-0.2812551884442971,1.4165704212509878,0.0,0.0,0.5208333333333334,0.07894736842105263,0.0,0.6054091539528432,0.0,-0.6346235644406636,-0.1381023348236463,1.1483516483516483,0.0,0.45029013539651835,1.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.47020159791898736,0.0,1.6428571428571428,0.972972972972973,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,3.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
0.2,0.0,0.8111361011488664,0.0,1.0,0.0,-0.5789473684210527,0.0,0.28918169209431344,0.0,-0.5954912803062526,-0.5454545454545454,0.9065934065934066,0.0,-0.1206963249516441,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-0.17082404310665367,0.0,1.75,1.2027027027027026,0.0,0.0,0.0,0.0,0.0,2.0,0.5,3.0,1.0,0.0,3.0,0.0,1.0,0.0,14.0,2.0,2.0,0.0,5.0,1.0,1.0,6.0,10.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.24506060102938712,-0.5106072579174519,-0.5,0.0,-0.1875,-0.8157894736842105,0.0,0.6095700416088765,0.0,-0.44917056571671626,0.08445106805762544,0.0,0.0,-0.6700193423597679,1.0,0.0,-1.0,1.0,0.0,0.0,-0.5,-1.0,-0.40159327387588445,-1.0,0.0,-0.36486486486486486,220.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
-0.6,1.718744811555703,0.9414625250744636,2.0,0.0,0.6458333333333334,0.23684210526315788,5.554216867469879,-0.45561719833564496,0.0,3.157805189281157,2.7709885742672626,0.0,0.0,1.4220502901353964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6240477517651412,1.0,1.4761904761904763,1.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,3.0,1.0,12.0,13.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
-0.4,-1.0707288726548234,-0.8753267278584889,0.0,1.0,-0.9791666666666666,-0.3684210526315789,0.0,0.017337031900138695,0.0,0.3845172267120374,0.20963735717834078,0.0,0.0,-0.5725338491295938,0.0,0.0,-1.0,0.0,-1.0,0.0,-0.5,0.0,-0.06825994054255109,0.0,0.9880952380952381,1.2567567567567568,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.2,0.7713763905030714,0.2917755759528296,1.0,0.0,0.7291666666666666,0.3684210526315789,0.6024096385542169,0.5610263522884882,0.0,-0.3998298596341982,0.07252856433184302,1.4120879120879122,0.0,0.9361702127659575,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7522528799702695,1.0,0.0,1.0135135135135136,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,3.0,0.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,6.0,5.0
-0.1,-1.0707288726548234,-1.1184730411525134,-0.5,1.0,-0.6458333333333334,-1.1578947368421053,0.0,-0.3723994452149792,0.0,0.21097405359421523,-0.5514157973174366,0.0,0.0,-1.0367504835589942,0.0,0.0,-1.0,0.0,-1.0,0.0,-0.5,-1.0,-0.9656958379784485,0.0,0.0,-0.36486486486486486,244.0,0.0,0.0,0.0,0.0,2.0,-0.5,4.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,5.0,2.0,0.0,1.0,1.0,1.0,8.0,8.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,1.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.5082184957662292,1.0698437784937085,0.0,3.0,-0.4583333333333333,0.2631578947368421,0.0,-0.5332871012482663,0.0,1.0412590387069331,0.18777943368107303,0.0,0.0,-0.49671179883945843,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.7349266072092178,-1.0,0.0,0.12162162162162163,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,3.0
0.7,0.7713763905030714,0.2492249711263753,0.5,1.0,0.041666666666666664,-0.5263157894736842,0.4879518072289157,0.6941747572815534,168.0,-0.816673755848575,0.11028315946348734,0.0,0.0,-0.46421663442940037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11954199182460237,0.0,0.0,1.2567567567567568,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,6.0,1.0,1.0,9.0,10.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,8.0,3.0
2.8,-0.01809729370745497,-0.9725852531760987,-1.0,0.0,-0.875,-1.1578947368421053,0.0,-0.5332871012482663,0.0,-0.816673755848575,-1.9821162444113263,0.989010989010989,0.0,-0.5895551257253385,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-1.0,0.0,-2.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,3500.0,0.3333333333333333,1.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,1.0,5.0,3.0,1.0,12.0,15.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,0.0,8.0,4.0
0.4,1.350323758924124,0.8587927785544952,-0.5,0.0,-1.2083333333333333,-1.1578947368421053,0.0,-0.5332871012482663,0.0,0.4542747766907699,-0.4977645305514158,1.2252747252747254,0.0,0.48123791102514507,0.0,0.0,-1.0,1.0,1.0,0.0,1.5,-1.0,-1.658003530286141,-1.0,1.2083333333333333,0.17567567567567569,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,3.0,4.0,0.0,2.0,3.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,5.0,2.0,1.0,1.0,0.0,8.0,4.0
0.6,1.6661132326083345,0.14394261747006262,0.5,1.0,-0.08333333333333333,-0.05263157894736842,0.8614457831325302,-0.5332871012482663,0.0,0.15312632922160782,-0.849478390461997,0.9587912087912088,0.0,0.6916827852998065,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.2733881456707562,0.0,0.0,0.9594594594594594,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,7.0,1.0,1.0,8.0,8.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
-0.6,-1.0707288726548234,1.2787064616132757,0.5,0.0,0.7083333333333334,0.3157894736842105,0.16265060240963855,-0.5332871012482663,0.0,2.024670353041259,1.336313959264779,0.0,0.0,0.3048355899419729,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7009708286882181,1.0,0.8571428571428571,0.44594594594594594,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,2.0,3.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,6.0,5.0
2.2,-2.439149925286402,-1.7156403866026382,0.5,0.0,0.6875,0.2894736842105263,0.0,-0.5332871012482663,0.0,0.20416843896214376,-0.789865871833085,0.8557692307692307,80.0,-0.38684719535783363,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.6753298030471925,0.0,0.0,1.8783783783783783,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,3.0,5.0,1.0,1.0,8.0,8.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,5.0,1.0,4.0,4.0,2.0,8.0,4.0
-0.6,1.5608500747135976,1.4593641723907362,0.5,3.0,-0.2708333333333333,0.07894736842105263,0.0,1.19625520110957,0.0,-0.3845172267120374,1.0004967709885744,0.0,0.0,0.5075435203094778,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-0.504157376439987,0.0,0.0,0.36486486486486486,0.0,0.0,161.0,0.0,0.0,-1.0,1.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,14.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
0.8,0.8766395483978082,-0.08607379490608473,-0.5,0.0,0.020833333333333332,-0.5526315789473685,3.397590361445783,-0.5332871012482663,0.0,2.000850701829009,1.30849478390462,0.0,0.0,0.2831721470019342,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-0.14518301746562803,0.0,0.0,2.4864864864864864,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,14.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,10.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.4,-0.5444130831811392,-0.012157315664701233,0.5,0.0,-1.1875,-0.631578947368421,0.0,-0.23370319001386963,0.0,0.10208421948107188,-0.4798807749627422,1.0384615384615385,0.0,0.37756286266924566,1.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.495842623560013,1.0,0.0,0.10810810810810811,272.0,0.0,0.0,0.0,0.0,-1.3333333333333333,-1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,15.0,3.0,4.0,0.0,3.0,1.0,3.0,0.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,0.0
